run_name,stage,prune_method,spec_path,model_name,dataset,num_classes,image_size,batch_size,device,precision,params,flops_per_forward,latency_ms_bs1,latency_ms_batch,throughput_img_s,top1,top5,epochs,steps,total_train_compute_flops,best_epoch,best_top1,best_top5,stopped_early,scratchB_steps_rule
original_dense,dense,none,,deit_small_patch16_224(dense_scratch),CIFAR-100,100,224,128,cuda:NVIDIA RTX 4000 Ada Generation,amp_fp16,21704164,4250328960,1.6453414916992188,47.851826171875,2674.9240361328625,72.86,90.65,200,78000,4.243528433664e+16,182,72.83,90.43,False,steps_B = steps_dense * (FLOPs_dense / FLOPs_pruned)
