run_name,stage,prune_method,spec_path,model_name,dataset,num_classes,image_size,batch_size,device,precision,params,flops_per_forward,latency_ms_bs1,latency_ms_batch,throughput_img_s,top1,top5,epochs,steps,total_train_compute_flops,best_epoch,best_top1,best_top5,stopped_early,scratchB_steps_rule
methodB_finetune_noES,finetune_pruned,xpruner_masks,runs/xpruner_masks/make_spec/methodB_spec/spec.json,deit_small_patch16_224(PRUNED:xpruner_masks),CIFAR-100,100,224,128,cuda:NVIDIA RTX 4000 Ada Generation,amp_fp16,15202276,2970667392,1.392291259765625,36.824697265625,3475.92810001143,72.67,90.55,50,19500,7414785810432000.0,50,72.67,90.55,False,steps_B = steps_dense * (FLOPs_dense / FLOPs_pruned)
