run_name,stage,prune_method,spec_path,model_name,dataset,num_classes,image_size,batch_size,device,precision,params,flops_per_forward,latency_ms_bs1,latency_ms_batch,throughput_img_s,top1,top5,epochs,steps,total_train_compute_flops,best_epoch,best_top1,best_top5,stopped_early,scratchB_steps_rule
methodA_scratch,scratch_pruned,savit_taylor,runs/savit_taylor/make_spec/methodA_spec/spec.json,deit_small_patch16_224(PRUNED:savit_taylor),CIFAR-100,100,224,128,cuda:NVIDIA RTX 4000 Ada Generation,amp_fp16,15202276,2970667392,1.405220489501953,36.88110107421875,3470.6122179599656,73.41,90.41,200,78000,2.9659143241728e+16,181,73.52,90.34,False,steps_B = steps_dense * (FLOPs_dense / FLOPs_pruned)
