run_name,stage,prune_method,spec_path,model_name,dataset,num_classes,image_size,batch_size,device,precision,params,flops_per_forward,latency_ms_bs1,latency_ms_batch,throughput_img_s,top1,top5,epochs,steps,total_train_compute_flops,best_epoch,best_top1,best_top5,stopped_early,scratchB_steps_rule
methodA_spec,make_spec,savit_taylor,runs/savit_taylor/make_spec/methodA_spec/spec.json,deit_small_patch16_224(dense_loaded_for_spec),CIFAR-100,100,224,128,cuda:NVIDIA RTX 4000 Ada Generation,amp_fp16,21704164,4250328960,1.6628172302246094,47.859140625,2674.5152196305235,72.86,90.65,0,0,0.0,-1,-1.0,-1.0,False,steps_B = steps_dense * (FLOPs_dense / FLOPs_pruned)
