run_name,stage,prune_method,spec_path,model_name,dataset,num_classes,image_size,batch_size,device,precision,params,flops_per_forward,latency_ms_bs1,latency_ms_batch,throughput_img_s,top1,top5,epochs,steps,total_train_compute_flops,best_epoch,best_top1,best_top5,stopped_early,scratchB_steps_rule
methodA_finetune,finetune_pruned,savit_taylor,runs/savit_taylor/make_spec/methodA_spec/spec.json,deit_small_patch16_224(PRUNED:savit_taylor),CIFAR-100,100,224,128,cuda:NVIDIA RTX 4000 Ada Generation,amp_fp16,15202276,2970667392,1.4210426330566406,36.96477783203125,3462.7558315549672,72.42,90.71,50,19500,7414785810432000.0,47,72.55,90.55,False,steps_B = steps_dense * (FLOPs_dense / FLOPs_pruned)
